Freq.	V(n003)
1.07624012478381e+00	(-4.94607312911393e-06dB,-6.92312460461046e-02°)
1.07698637619306e+00	(-4.95291469019410e-06dB,-6.92792500929496e-02°)
1.07773314504368e+00	(-4.95976574123168e-06dB,-6.93272874251340e-02°)
1.07848043169446e+00	(-4.96662629572728e-06dB,-6.93753580657372e-02°)
1.07922823650444e+00	(-4.97349636814584e-06dB,-6.94234620378548e-02°)
1.07997655983290e+00	(-4.98037597584529e-06dB,-6.94715993645982e-02°)
1.08072540203936e+00	(-4.98726512171864e-06dB,-6.95197700690950e-02°)
1.08147476348363e+00	(-4.99416382408814e-06dB,-6.95679741744888e-02°)
1.08222464452573e+00	(-5.00107210031172e-06dB,-6.96162117039391e-02°)
1.08297504552594e+00	(-5.00798996196134e-06dB,-6.96644826806218e-02°)
1.08372596684479e+00	(-5.01491741578732e-06dB,-6.97127871277285e-02°)
1.08447740884308e+00	(-5.02185448011191e-06dB,-6.97611250684671e-02°)
1.08522937188182e+00	(-5.02880117132872e-06dB,-6.98094965260614e-02°)
1.08598185632231e+00	(-5.03575749522372e-06dB,-6.98579015237517e-02°)
1.08673486252607e+00	(-5.04272346819053e-06dB,-6.99063400847938e-02°)
1.08748839085490e+00	(-5.04969911144439e-06dB,-6.99548122324603e-02°)
1.08824244167082e+00	(-5.05668442980695e-06dB,-7.00033179900394e-02°)
1.08899701533612e+00	(-5.06367943774316e-06dB,-7.00518573808356e-02°)
1.08975211221334e+00	(-5.07068414586065e-06dB,-7.01004304281698e-02°)
1.09050773266527e+00	(-5.07769857826765e-06dB,-7.01490371553788e-02°)
1.09126387705495e+00	(-5.08472273207119e-06dB,-7.01976775858157e-02°)
1.09202054574567e+00	(-5.09175663523682e-06dB,-7.02463517428496e-02°)
1.09277773910097e+00	(-5.09880029837216e-06dB,-7.02950596498662e-02°)
1.09353545748465e+00	(-5.10585372822754e-06dB,-7.03438013302670e-02°)
1.09429370126075e+00	(-5.11291694698252e-06dB,-7.03925768074699e-02°)
1.09505247079359e+00	(-5.11998996428041e-06dB,-7.04413861049091e-02°)
1.09581176644771e+00	(-5.12707279072883e-06dB,-7.04902292460350e-02°)
1.09657158858791e+00	(-5.13416544465005e-06dB,-7.05391062543142e-02°)
1.09733193757926e+00	(-5.14126793665171e-06dB,-7.05880171532297e-02°)
1.09809281378707e+00	(-5.14838028312739e-06dB,-7.06369619662805e-02°)
1.09885421757690e+00	(-5.15550249082742e-06dB,-7.06859407169824e-02°)
1.09961614931457e+00	(-5.16263458675301e-06dB,-7.07349534288669e-02°)
1.10037860936615e+00	(-5.16977657669015e-06dB,-7.07840001254822e-02°)
1.10114159809798e+00	(-5.17692846738916e-06dB,-7.08330808303929e-02°)
1.10190511587663e+00	(-5.18409028585126e-06dB,-7.08821955671796e-02°)
1.10266916306893e+00	(-5.19126203400512e-06dB,-7.09313443594395e-02°)
1.10343374004198e+00	(-5.19844373595896e-06dB,-7.09805272307862e-02°)
1.10419884716311e+00	(-5.20563539749879e-06dB,-7.10297442048493e-02°)
1.10496448479993e+00	(-5.21283704080417e-06dB,-7.10789953052753e-02°)
1.10573065332029e+00	(-5.22004867262543e-06dB,-7.11282805557267e-02°)
1.10649735309229e+00	(-5.22727030646317e-06dB,-7.11775999798826e-02°)
1.10726458448430e+00	(-5.23450195871101e-06dB,-7.12269536014386e-02°)
1.10803234786494e+00	(-5.24174364479821e-06dB,-7.12763414441063e-02°)
1.10880064360309e+00	(-5.24899537436808e-06dB,-7.13257635316144e-02°)
1.10956947206786e+00	(-5.25625716670721e-06dB,-7.13752198877074e-02°)
1.11033883362866e+00	(-5.26352902856591e-06dB,-7.14247105361467e-02°)
1.11110872865511e+00	(-5.27081098115944e-06dB,-7.14742355007101e-02°)
1.11187915751713e+00	(-5.27810303895274e-06dB,-7.15237948051916e-02°)
1.11265012058485e+00	(-5.28540520966046e-06dB,-7.15733884734021e-02°)
1.11342161822871e+00	(-5.29271750967619e-06dB,-7.16230165291689e-02°)
1.11419365081935e+00	(-5.30003995346489e-06dB,-7.16726789963355e-02°)
1.11496621872772e+00	(-5.30737255934881e-06dB,-7.17223758987624e-02°)
1.11573932232498e+00	(-5.31471533118530e-06dB,-7.17721072603263e-02°)
1.11651296198259e+00	(-5.32206829404691e-06dB,-7.18218731049206e-02°)
1.11728713807224e+00	(-5.32943145661261e-06dB,-7.18716734564554e-02°)
1.11806185096588e+00	(-5.33680483527602e-06dB,-7.19215083388571e-02°)
1.11883710103573e+00	(-5.34418843678744e-06dB,-7.19713777760688e-02°)
1.11961288865426e+00	(-5.35158228525511e-06dB,-7.20212817920502e-02°)
1.12038921419420e+00	(-5.35898639321533e-06dB,-7.20712204107778e-02°)
1.12116607802853e+00	(-5.36640076548975e-06dB,-7.21211936562444e-02°)
1.12194348053050e+00	(-5.37382543197257e-06dB,-7.21712015524596e-02°)
1.12272142207363e+00	(-5.38126039362816e-06dB,-7.22212441234497e-02°)
1.12349990303167e+00	(-5.38870566877875e-06dB,-7.22713213932576e-02°)
1.12427892377864e+00	(-5.39616127478230e-06dB,-7.23214333859428e-02°)
1.12505848468883e+00	(-5.40362722321077e-06dB,-7.23715801255817e-02°)
1.12583858613678e+00	(-5.41110352660043e-06dB,-7.24217616362671e-02°)
1.12661922849730e+00	(-5.41859020327356e-06dB,-7.24719779421088e-02°)
1.12740041214544e+00	(-5.42608726769510e-06dB,-7.25222290672330e-02°)
1.12818213745653e+00	(-5.43359472854404e-06dB,-7.25725150357829e-02°)
1.12896440480615e+00	(-5.44111260414262e-06dB,-7.26228358719183e-02°)
1.12974721457015e+00	(-5.44864091088446e-06dB,-7.26731915998159e-02°)
1.13053056712461e+00	(-5.45617966419884e-06dB,-7.27235822436689e-02°)
1.13131446284592e+00	(-5.46372886890741e-06dB,-7.27740078276875e-02°)
1.13209890211070e+00	(-5.47128855201139e-06dB,-7.28244683760986e-02°)
1.13288388529582e+00	(-5.47885871833246e-06dB,-7.28749639131460e-02°)
1.13366941277844e+00	(-5.48643938812153e-06dB,-7.29254944630901e-02°)
1.13445548493598e+00	(-5.49403057391488e-06dB,-7.29760600502084e-02°)
1.13524210214609e+00	(-5.50163229307046e-06dB,-7.30266606987949e-02°)
1.13602926478671e+00	(-5.50924455523158e-06dB,-7.30772964331607e-02°)
1.13681697323604e+00	(-5.51686737775615e-06dB,-7.31279672776337e-02°)
1.13760522787253e+00	(-5.52450077510914e-06dB,-7.31786732565586e-02°)
1.13839402907490e+00	(-5.53214476271982e-06dB,-7.32294143942971e-02°)
1.13918337722214e+00	(-5.53979935312449e-06dB,-7.32801907152277e-02°)
1.13997327269348e+00	(-5.54746456368107e-06dB,-7.33310022437458e-02°)
1.14076371586845e+00	(-5.55514040885452e-06dB,-7.33818490042638e-02°)
1.14155470712680e+00	(-5.56282689925248e-06dB,-7.34327310212109e-02°)
1.14234624684857e+00	(-5.57052405609018e-06dB,-7.34836483190333e-02°)
1.14313833541406e+00	(-5.57823188418930e-06dB,-7.35346009221942e-02°)
1.14393097320383e+00	(-5.58595041537270e-06dB,-7.35855888551736e-02°)
1.14472416059871e+00	(-5.59367964481876e-06dB,-7.36366121424688e-02°)
1.14551789797978e+00	(-5.60141960531467e-06dB,-7.36876708085937e-02°)
1.14631218572840e+00	(-5.60917029975344e-06dB,-7.37387648780796e-02°)
1.14710702422619e+00	(-5.61693174163568e-06dB,-7.37898943754742e-02°)
1.14790241385503e+00	(-5.62470395410531e-06dB,-7.38410593253430e-02°)
1.14869835499706e+00	(-5.63248694776997e-06dB,-7.38922597522679e-02°)
1.14949484803470e+00	(-5.64028074095190e-06dB,-7.39434956808481e-02°)
1.15029189335063e+00	(-5.64808534233011e-06dB,-7.39947671357000e-02°)
1.15108949132779e+00	(-5.65590077601281e-06dB,-7.40460741414567e-02°)
1.15188764234938e+00	(-5.66372704778601e-06dB,-7.40974167227688e-02°)
1.15268634679889e+00	(-5.67156417307898e-06dB,-7.41487949043036e-02°)
1.15348560506005e+00	(-5.67941217503563e-06dB,-7.42002087107457e-02°)
1.15428541751686e+00	(-5.68727106329927e-06dB,-7.42516581667969e-02°)
1.15508578455361e+00	(-5.69514085715649e-06dB,-7.43031432971759e-02°)
1.15588670655483e+00	(-5.70302156432195e-06dB,-7.43546641266188e-02°)
1.15668818390531e+00	(-5.71091320697521e-06dB,-7.44062206798787e-02°)
1.15749021699015e+00	(-5.71881579186662e-06dB,-7.44578129817258e-02°)
1.15829280619467e+00	(-5.72672934503305e-06dB,-7.45094410569475e-02°)
1.15909595190448e+00	(-5.73465387226050e-06dB,-7.45611049303486e-02°)
1.15989965450546e+00	(-5.74258939476423e-06dB,-7.46128046267509e-02°)
1.16070391438375e+00	(-5.75053593183082e-06dB,-7.46645401709933e-02°)
1.16150873192575e+00	(-5.75849348635329e-06dB,-7.47163115879323e-02°)
1.16231410751814e+00	(-5.76646207665391e-06dB,-7.47681189024413e-02°)
1.16312004154788e+00	(-5.77444172876956e-06dB,-7.48199621394110e-02°)
1.16392653440216e+00	(-5.78243244462893e-06dB,-7.48718413237495e-02°)
1.16473358646848e+00	(-5.79043425026891e-06dB,-7.49237564803821e-02°)
1.16554119813459e+00	(-5.79844715533281e-06dB,-7.49757076342513e-02°)
1.16634936978850e+00	(-5.80647117621424e-06dB,-7.50276948103169e-02°)
1.16715810181850e+00	(-5.81450632641382e-06dB,-7.50797180335563e-02°)
1.16796739461315e+00	(-5.82255262136084e-06dB,-7.51317773289638e-02°)
1.16877724856127e+00	(-5.83061008709218e-06dB,-7.51838727215512e-02°)
1.16958766405198e+00	(-5.83867872071490e-06dB,-7.52360042363477e-02°)
1.17039864147462e+00	(-5.84675855598050e-06dB,-7.52881718983999e-02°)
1.17121018121884e+00	(-5.85484959481768e-06dB,-7.53403757327717e-02°)
1.17202228367454e+00	(-5.86295186037034e-06dB,-7.53926157645441e-02°)
1.17283494923191e+00	(-5.87106536517477e-06dB,-7.54448920188160e-02°)
1.17364817828138e+00	(-5.87919012658892e-06dB,-7.54972045207034e-02°)
1.17446197121368e+00	(-5.88732615907774e-06dB,-7.55495532953397e-02°)
1.17527632841980e+00	(-5.89547347517753e-06dB,-7.56019383678758e-02°)
1.17609125029099e+00	(-5.90363209803219e-06dB,-7.56543597634802e-02°)
1.17690673721880e+00	(-5.91180203439204e-06dB,-7.57068175073384e-02°)
1.17772278959501e+00	(-5.91998331029399e-06dB,-7.57593116246539e-02°)
1.17853940781171e+00	(-5.92817592959538e-06dB,-7.58118421406473e-02°)
1.17935659226125e+00	(-5.93637991351146e-06dB,-7.58644090805569e-02°)
1.18017434333623e+00	(-5.94459528615046e-06dB,-7.59170124696383e-02°)
1.18099266142956e+00	(-5.95282204944107e-06dB,-7.59696523331647e-02°)
1.18181154693440e+00	(-5.96106022652720e-06dB,-7.60223286964270e-02°)
1.18263100024417e+00	(-5.96930983380246e-06dB,-7.60750415847334e-02°)
1.18345102175260e+00	(-5.97757088283882e-06dB,-7.61277910234097e-02°)
1.18427161185366e+00	(-5.98584339292287e-06dB,-7.61805770377993e-02°)
1.18509277094161e+00	(-5.99412738044823e-06dB,-7.62333996532631e-02°)
1.18591449941098e+00	(-6.00242285891553e-06dB,-7.62862588951799e-02°)
1.18673679765656e+00	(-6.01072984278971e-06dB,-7.63391547889455e-02°)
1.18755966607344e+00	(-6.01904835232170e-06dB,-7.63920873599739e-02°)
1.18838310505696e+00	(-6.02737840390512e-06dB,-7.64450566336963e-02°)
1.18920711500275e+00	(-6.03572001007626e-06dB,-7.64980626355619e-02°)
1.19003169630671e+00	(-6.04407318722873e-06dB,-7.65511053910372e-02°)
1.19085684936500e+00	(-6.05243795754212e-06dB,-7.66041849256066e-02°)
1.19168257457408e+00	(-6.06081432776675e-06dB,-7.66573012647720e-02°)
1.19250887233066e+00	(-6.06920231526057e-06dB,-7.67104544340531e-02°)
1.19333574303175e+00	(-6.07760194316748e-06dB,-7.67636444589872e-02°)
1.19416318707462e+00	(-6.08601322305946e-06dB,-7.68168713651295e-02°)
1.19499120485682e+00	(-6.09443616747280e-06dB,-7.68701351780528e-02°)
1.19581979677616e+00	(-6.10287080148007e-06dB,-7.69234359233474e-02°)
1.19664896323075e+00	(-6.11131713279593e-06dB,-7.69767736266217e-02°)
1.19747870461896e+00	(-6.11977518456429e-06dB,-7.70301483135017e-02°)
1.19830902133945e+00	(-6.12824496932146e-06dB,-7.70835600096311e-02°)
1.19913991379115e+00	(-6.13672650442536e-06dB,-7.71370087406717e-02°)
1.19997138237325e+00	(-6.14521980048365e-06dB,-7.71904945323026e-02°)
1.20080342748524e+00	(-6.15372488449754e-06dB,-7.72440174102210e-02°)
1.20163604952689e+00	(-6.16224176225305e-06dB,-7.72975774001421e-02°)
1.20246924889821e+00	(-6.17077046268004e-06dB,-7.73511745277985e-02°)
1.20330302599954e+00	(-6.17931098867155e-06dB,-7.74048088189408e-02°)
1.20413738123145e+00	(-6.18786336626446e-06dB,-7.74584802993377e-02°)
1.20497231499482e+00	(-6.19642760028045e-06dB,-7.75121889947755e-02°)
1.20580782769080e+00	(-6.20500372350672e-06dB,-7.75659349310584e-02°)
1.20664391972080e+00	(-6.21359174269359e-06dB,-7.76197181340086e-02°)
1.20748059148653e+00	(-6.22219167327035e-06dB,-7.76735386294661e-02°)
1.20831784338998e+00	(-6.23080353259494e-06dB,-7.77273964432890e-02°)
1.20915567583340e+00	(-6.23942733995397e-06dB,-7.77812916013530e-02°)
1.20999408921933e+00	(-6.24806310981238e-06dB,-7.78352241295521e-02°)
1.21083308395059e+00	(-6.25671086531410e-06dB,-7.78891940537980e-02°)
1.21167266043028e+00	(-6.26537061417378e-06dB,-7.79432014000205e-02°)
1.21251281906177e+00	(-6.27404237471369e-06dB,-7.79972461941673e-02°)
1.21335356024873e+00	(-6.28272616622043e-06dB,-7.80513284622042e-02°)
1.21419488439508e+00	(-6.29142200508762e-06dB,-7.81054482301148e-02°)
1.21503679190505e+00	(-6.30012990674455e-06dB,-7.81596055239010e-02°)
1.21587928318313e+00	(-6.30884988758483e-06dB,-7.82138003695825e-02°)
1.21672235863411e+00	(-6.31758196882371e-06dB,-7.82680327931972e-02°)
1.21756601866302e+00	(-6.32632615817586e-06dB,-7.83223028208008e-02°)
1.21841026367523e+00	(-6.33508247974952e-06dB,-7.83766104784674e-02°)
1.21925509407634e+00	(-6.34385095090262e-06dB,-7.84309557922889e-02°)
1.22010051027226e+00	(-6.35263158417149e-06dB,-7.84853387883756e-02°)
1.22094651266917e+00	(-6.36142439884271e-06dB,-7.85397594928555e-02°)
1.22179310167354e+00	(-6.37022941420288e-06dB,-7.85942179318750e-02°)
1.22264027769211e+00	(-6.37904663893101e-06dB,-7.86487141315986e-02°)
1.22348804113190e+00	(-6.38787609809965e-06dB,-7.87032481182089e-02°)
1.22433639240024e+00	(-6.39671780713809e-06dB,-7.87578199179066e-02°)
1.22518533190472e+00	(-6.40557178051130e-06dB,-7.88124295569107e-02°)
1.22603486005320e+00	(-6.41443803654154e-06dB,-7.88670770614583e-02°)
1.22688497725384e+00	(-6.42331659258677e-06dB,-7.89217624578046e-02°)
1.22773568391510e+00	(-6.43220746407627e-06dB,-7.89764857722231e-02°)
1.22858698044569e+00	(-6.44111067126096e-06dB,-7.90312470310057e-02°)
1.22943886725462e+00	(-6.45002623149881e-06dB,-7.90860462604621e-02°)
1.23029134475118e+00	(-6.45895415539745e-06dB,-7.91408834869207e-02°)
1.23114441334496e+00	(-6.46789446995810e-06dB,-7.91957587367278e-02°)
1.23199807344580e+00	(-6.47684718000246e-06dB,-7.92506720362481e-02°)
1.23285232546385e+00	(-6.48581231638906e-06dB,-7.93056234118647e-02°)
1.23370716980954e+00	(-6.49478988393958e-06dB,-7.93606128899789e-02°)
1.23456260689358e+00	(-6.50377990869092e-06dB,-7.94156404970101e-02°)
1.23541863712697e+00	(-6.51278240317939e-06dB,-7.94707062593965e-02°)
1.23627526092099e+00	(-6.52179739247755e-06dB,-7.95258102035941e-02°)
1.23713247868721e+00	(-6.53082488140708e-06dB,-7.95809523560775e-02°)
1.23799029083749e+00	(-6.53986489504057e-06dB,-7.96361327433398e-02°)
1.23884869778395e+00	(-6.54891745073595e-06dB,-7.96913513918922e-02°)
1.23970769993903e+00	(-6.55798256488684e-06dB,-7.97466083282644e-02°)
1.24056729771543e+00	(-6.56706025292254e-06dB,-7.98019035790045e-02°)
1.24142749152615e+00	(-6.57615053027233e-06dB,-7.98572371706790e-02°)
1.24228828178448e+00	(-6.58525342393745e-06dB,-7.99126091298728e-02°)
1.24314966890398e+00	(-6.59436894548986e-06dB,-7.99680194831893e-02°)
1.24401165329851e+00	(-6.60349711421619e-06dB,-8.00234682572503e-02°)
1.24487423538221e+00	(-6.61263793879541e-06dB,-8.00789554786959e-02°)
1.24573741556952e+00	(-6.62179145105040e-06dB,-8.01344811741850e-02°)
1.24660119427514e+00	(-6.63095765869582e-06dB,-8.01900453703948e-02°)
1.24746557191409e+00	(-6.64013658005396e-06dB,-8.02456480940209e-02°)
1.24833054890166e+00	(-6.64932824116171e-06dB,-8.03012893717776e-02°)
1.24919612565342e+00	(-6.65853264780509e-06dB,-8.03569692303977e-02°)
1.25006230258525e+00	(-6.66774982312800e-06dB,-8.04126876966323e-02°)
1.25092908011331e+00	(-6.67697978834572e-06dB,-8.04684447972513e-02°)
1.25179645865404e+00	(-6.68622255695887e-06dB,-8.05242405590431e-02°)
1.25266443862417e+00	(-6.69547814632541e-06dB,-8.05800750088147e-02°)
1.25353302044073e+00	(-6.70474657766060e-06dB,-8.06359481733917e-02°)
1.25440220452104e+00	(-6.71402786350074e-06dB,-8.06918600796181e-02°)
1.25527199128269e+00	(-6.72332202602543e-06dB,-8.07478107543567e-02°)
1.25614238114357e+00	(-6.73262908259261e-06dB,-8.08038002244889e-02°)
1.25701337452187e+00	(-6.74194905152456e-06dB,-8.08598285169148e-02°)
1.25788497183606e+00	(-6.75128194921491e-06dB,-8.09158956585529e-02°)
1.25875717350490e+00	(-6.76062779205727e-06dB,-8.09720016763408e-02°)
1.25962997994744e+00	(-6.76998660030259e-06dB,-8.10281465972343e-02°)
1.26050339158303e+00	(-6.77935839227313e-06dB,-8.10843304482082e-02°)
1.26137740883130e+00	(-6.78874318532684e-06dB,-8.11405532562559e-02°)
1.26225203211216e+00	(-6.79814099682169e-06dB,-8.11968150483895e-02°)
1.26312726184585e+00	(-6.80755184990158e-06dB,-8.12531158516399e-02°)
1.26400309845285e+00	(-6.81697575131686e-06dB,-8.13094556930568e-02°)
1.26487954235398e+00	(-6.82641272903308e-06dB,-8.13658345997083e-02°)
1.26575659397033e+00	(-6.83586279847955e-06dB,-8.14222525986817e-02°)
1.26663425372326e+00	(-6.84532597990720e-06dB,-8.14787097170829e-02°)
1.26751252203447e+00	(-6.85480228874532e-06dB,-8.15352059820366e-02°)
1.26839139932591e+00	(-6.86429173753022e-06dB,-8.15917414206863e-02°)
1.26927088601985e+00	(-6.87379435808478e-06dB,-8.16483160601943e-02°)
1.27015098253884e+00	(-6.88331015523068e-06dB,-8.17049299277418e-02°)
1.27103168930571e+00	(-6.89283915693348e-06dB,-8.17615830505288e-02°)
1.27191300674362e+00	(-6.90238137669382e-06dB,-8.18182754557741e-02°)
1.27279493527599e+00	(-6.91193683283399e-06dB,-8.18750071707155e-02°)
