Freq.	V(n005)
1.07400447162014e+00	(-6.16705683313753e+01dB,1.74948703432703e+02°)
1.07474917285551e+00	(-6.16585621313365e+01dB,1.74945212317376e+02°)
1.07549439045739e+00	(-6.16465559795817e+01dB,1.74941718804956e+02°)
1.07624012478381e+00	(-6.16345498761770e+01dB,1.74938222893830e+02°)
1.07698637619306e+00	(-6.16225438211888e+01dB,1.74934724582384e+02°)
1.07773314504368e+00	(-6.16105378146836e+01dB,1.74931223869001e+02°)
1.07848043169446e+00	(-6.15985318567278e+01dB,1.74927720752066e+02°)
1.07922823650444e+00	(-6.15865259473880e+01dB,1.74924215229961e+02°)
1.07997655983290e+00	(-6.15745200867309e+01dB,1.74920707301068e+02°)
1.08072540203936e+00	(-6.15625142748233e+01dB,1.74917196963768e+02°)
1.08147476348363e+00	(-6.15505085117321e+01dB,1.74913684216439e+02°)
1.08222464452573e+00	(-6.15385027975242e+01dB,1.74910169057460e+02°)
1.08297504552594e+00	(-6.15264971322667e+01dB,1.74906651485209e+02°)
1.08372596684479e+00	(-6.15144915160266e+01dB,1.74903131498062e+02°)
1.08447740884308e+00	(-6.15024859488714e+01dB,1.74899609094395e+02°)
1.08522937188182e+00	(-6.14904804308682e+01dB,1.74896084272582e+02°)
1.08598185632231e+00	(-6.14784749620845e+01dB,1.74892557030996e+02°)
1.08673486252607e+00	(-6.14664695425877e+01dB,1.74889027368010e+02°)
1.08748839085490e+00	(-6.14544641724456e+01dB,1.74885495281994e+02°)
1.08824244167082e+00	(-6.14424588517257e+01dB,1.74881960771320e+02°)
1.08899701533612e+00	(-6.14304535804959e+01dB,1.74878423834357e+02°)
1.08975211221334e+00	(-6.14184483588241e+01dB,1.74874884469472e+02°)
1.09050773266527e+00	(-6.14064431867781e+01dB,1.74871342675034e+02°)
1.09126387705495e+00	(-6.13944380644261e+01dB,1.74867798449407e+02°)
1.09202054574567e+00	(-6.13824329918362e+01dB,1.74864251790958e+02°)
1.09277773910097e+00	(-6.13704279690766e+01dB,1.74860702698051e+02°)
1.09353545748465e+00	(-6.13584229962157e+01dB,1.74857151169048e+02°)
1.09429370126075e+00	(-6.13464180733219e+01dB,1.74853597202311e+02°)
1.09505247079359e+00	(-6.13344132004638e+01dB,1.74850040796202e+02°)
1.09581176644771e+00	(-6.13224083777099e+01dB,1.74846481949081e+02°)
1.09657158858791e+00	(-6.13104036051289e+01dB,1.74842920659307e+02°)
1.09733193757926e+00	(-6.12983988827897e+01dB,1.74839356925237e+02°)
1.09809281378707e+00	(-6.12863942107611e+01dB,1.74835790745228e+02°)
1.09885421757690e+00	(-6.12743895891121e+01dB,1.74832222117637e+02°)
1.09961614931457e+00	(-6.12623850179118e+01dB,1.74828651040818e+02°)
1.10037860936615e+00	(-6.12503804972294e+01dB,1.74825077513125e+02°)
1.10114159809798e+00	(-6.12383760271341e+01dB,1.74821501532911e+02°)
1.10190511587663e+00	(-6.12263716076954e+01dB,1.74817923098527e+02°)
1.10266916306893e+00	(-6.12143672389825e+01dB,1.74814342208325e+02°)
1.10343374004198e+00	(-6.12023629210652e+01dB,1.74810758860653e+02°)
1.10419884716311e+00	(-6.11903586540130e+01dB,1.74807173053861e+02°)
1.10496448479993e+00	(-6.11783544378957e+01dB,1.74803584786296e+02°)
1.10573065332029e+00	(-6.11663502727831e+01dB,1.74799994056305e+02°)
1.10649735309229e+00	(-6.11543461587451e+01dB,1.74796400862233e+02°)
1.10726458448430e+00	(-6.11423420958518e+01dB,1.74792805202424e+02°)
1.10803234786494e+00	(-6.11303380841732e+01dB,1.74789207075222e+02°)
1.10880064360309e+00	(-6.11183341237796e+01dB,1.74785606478970e+02°)
1.10956947206786e+00	(-6.11063302147414e+01dB,1.74782003412009e+02°)
1.11033883362866e+00	(-6.10943263571288e+01dB,1.74778397872679e+02°)
1.11110872865511e+00	(-6.10823225510123e+01dB,1.74774789859320e+02°)
1.11187915751713e+00	(-6.10703187964627e+01dB,1.74771179370269e+02°)
1.11265012058485e+00	(-6.10583150935504e+01dB,1.74767566403864e+02°)
1.11342161822871e+00	(-6.10463114423465e+01dB,1.74763950958441e+02°)
1.11419365081935e+00	(-6.10343078429216e+01dB,1.74760333032335e+02°)
1.11496621872772e+00	(-6.10223042953469e+01dB,1.74756712623880e+02°)
1.11573932232498e+00	(-6.10103007996933e+01dB,1.74753089731410e+02°)
1.11651296198259e+00	(-6.09982973560320e+01dB,1.74749464353255e+02°)
1.11728713807224e+00	(-6.09862939644343e+01dB,1.74745836487748e+02°)
1.11806185096588e+00	(-6.09742906249716e+01dB,1.74742206133218e+02°)
1.11883710103573e+00	(-6.09622873377152e+01dB,1.74738573287994e+02°)
1.11961288865426e+00	(-6.09502841027369e+01dB,1.74734937950403e+02°)
1.12038921419420e+00	(-6.09382809201081e+01dB,1.74731300118773e+02°)
1.12116607802853e+00	(-6.09262777899007e+01dB,1.74727659791429e+02°)
1.12194348053050e+00	(-6.09142747121865e+01dB,1.74724016966696e+02°)
1.12272142207363e+00	(-6.09022716870375e+01dB,1.74720371642897e+02°)
1.12349990303167e+00	(-6.08902687145256e+01dB,1.74716723818355e+02°)
1.12427892377864e+00	(-6.08782657947230e+01dB,1.74713073491391e+02°)
1.12505848468883e+00	(-6.08662629277020e+01dB,1.74709420660326e+02°)
1.12583858613678e+00	(-6.08542601135349e+01dB,1.74705765323480e+02°)
1.12661922849730e+00	(-6.08422573522940e+01dB,1.74702107479170e+02°)
1.12740041214544e+00	(-6.08302546440520e+01dB,1.74698447125714e+02°)
1.12818213745653e+00	(-6.08182519888815e+01dB,1.74694784261428e+02°)
1.12896440480615e+00	(-6.08062493868552e+01dB,1.74691118884628e+02°)
1.12974721457015e+00	(-6.07942468380458e+01dB,1.74687450993627e+02°)
1.13053056712461e+00	(-6.07822443425264e+01dB,1.74683780586739e+02°)
1.13131446284592e+00	(-6.07702419003700e+01dB,1.74680107662275e+02°)
1.13209890211070e+00	(-6.07582395116496e+01dB,1.74676432218547e+02°)
1.13288388529582e+00	(-6.07462371764384e+01dB,1.74672754253865e+02°)
1.13366941277844e+00	(-6.07342348948099e+01dB,1.74669073766537e+02°)
1.13445548493598e+00	(-6.07222326668374e+01dB,1.74665390754871e+02°)
1.13524210214609e+00	(-6.07102304925944e+01dB,1.74661705217175e+02°)
1.13602926478671e+00	(-6.06982283721546e+01dB,1.74658017151753e+02°)
1.13681697323604e+00	(-6.06862263055916e+01dB,1.74654326556910e+02°)
1.13760522787253e+00	(-6.06742242929793e+01dB,1.74650633430951e+02°)
1.13839402907490e+00	(-6.06622223343916e+01dB,1.74646937772177e+02°)
1.13918337722214e+00	(-6.06502204299025e+01dB,1.74643239578890e+02°)
1.13997327269348e+00	(-6.06382185795860e+01dB,1.74639538849390e+02°)
1.14076371586845e+00	(-6.06262167835165e+01dB,1.74635835581977e+02°)
1.14155470712680e+00	(-6.06142150417683e+01dB,1.74632129774950e+02°)
1.14234624684857e+00	(-6.06022133544157e+01dB,1.74628421426604e+02°)
1.14313833541406e+00	(-6.05902117215332e+01dB,1.74624710535237e+02°)
1.14393097320383e+00	(-6.05782101431955e+01dB,1.74620997099143e+02°)
1.14472416059871e+00	(-6.05662086194774e+01dB,1.74617281116617e+02°)
1.14551789797978e+00	(-6.05542071504535e+01dB,1.74613562585952e+02°)
1.14631218572840e+00	(-6.05422057361989e+01dB,1.74609841505439e+02°)
1.14710702422619e+00	(-6.05302043767885e+01dB,1.74606117873369e+02°)
1.14790241385503e+00	(-6.05182030722976e+01dB,1.74602391688033e+02°)
1.14869835499706e+00	(-6.05062018228012e+01dB,1.74598662947718e+02°)
1.14949484803470e+00	(-6.04942006283747e+01dB,1.74594931650713e+02°)
1.15029189335063e+00	(-6.04821994890936e+01dB,1.74591197795304e+02°)
1.15108949132779e+00	(-6.04701984050334e+01dB,1.74587461379777e+02°)
1.15188764234938e+00	(-6.04581973762696e+01dB,1.74583722402415e+02°)
1.15268634679889e+00	(-6.04461964028782e+01dB,1.74579980861504e+02°)
1.15348560506005e+00	(-6.04341954849348e+01dB,1.74576236755324e+02°)
1.15428541751686e+00	(-6.04221946225154e+01dB,1.74572490082157e+02°)
1.15508578455361e+00	(-6.04101938156961e+01dB,1.74568740840284e+02°)
1.15588670655483e+00	(-6.03981930645530e+01dB,1.74564989027983e+02°)
1.15668818390531e+00	(-6.03861923691623e+01dB,1.74561234643532e+02°)
1.15749021699015e+00	(-6.03741917296004e+01dB,1.74557477685209e+02°)
1.15829280619467e+00	(-6.03621911459438e+01dB,1.74553718151290e+02°)
1.15909595190448e+00	(-6.03501906182690e+01dB,1.74549956040048e+02°)
1.15989965450546e+00	(-6.03381901466526e+01dB,1.74546191349759e+02°)
1.16070391438375e+00	(-6.03261897311715e+01dB,1.74542424078694e+02°)
1.16150873192575e+00	(-6.03141893719025e+01dB,1.74538654225126e+02°)
1.16231410751814e+00	(-6.03021890689225e+01dB,1.74534881787324e+02°)
1.16312004154788e+00	(-6.02901888223087e+01dB,1.74531106763559e+02°)
1.16392653440216e+00	(-6.02781886321382e+01dB,1.74527329152098e+02°)
1.16473358646848e+00	(-6.02661884984883e+01dB,1.74523548951209e+02°)
1.16554119813459e+00	(-6.02541884214364e+01dB,1.74519766159159e+02°)
1.16634936978850e+00	(-6.02421884010599e+01dB,1.74515980774213e+02°)
1.16715810181850e+00	(-6.02301884374366e+01dB,1.74512192794633e+02°)
1.16796739461315e+00	(-6.02181885306440e+01dB,1.74508402218685e+02°)
1.16877724856127e+00	(-6.02061886807600e+01dB,1.74504609044629e+02°)
1.16958766405198e+00	(-6.01941888878625e+01dB,1.74500813270727e+02°)
1.17039864147462e+00	(-6.01821891520295e+01dB,1.74497014895237e+02°)
1.17121018121884e+00	(-6.01701894733391e+01dB,1.74493213916420e+02°)
1.17202228367454e+00	(-6.01581898518697e+01dB,1.74489410332532e+02°)
1.17283494923191e+00	(-6.01461902876994e+01dB,1.74485604141831e+02°)
1.17364817828138e+00	(-6.01341907809067e+01dB,1.74481795342571e+02°)
1.17446197121368e+00	(-6.01221913315702e+01dB,1.74477983933007e+02°)
1.17527632841980e+00	(-6.01101919397686e+01dB,1.74474169911392e+02°)
1.17609125029099e+00	(-6.00981926055805e+01dB,1.74470353275979e+02°)
1.17690673721880e+00	(-6.00861933290849e+01dB,1.74466534025019e+02°)
1.17772278959501e+00	(-6.00741941103607e+01dB,1.74462712156762e+02°)
1.17853940781171e+00	(-6.00621949494870e+01dB,1.74458887669456e+02°)
1.17935659226125e+00	(-6.00501958465430e+01dB,1.74455060561350e+02°)
1.18017434333623e+00	(-6.00381968016080e+01dB,1.74451230830690e+02°)
1.18099266142956e+00	(-6.00261978147613e+01dB,1.74447398475723e+02°)
1.18181154693440e+00	(-6.00141988860825e+01dB,1.74443563494693e+02°)
1.18263100024417e+00	(-6.00022000156512e+01dB,1.74439725885843e+02°)
1.18345102175260e+00	(-5.99902012035471e+01dB,1.74435885647416e+02°)
1.18427161185366e+00	(-5.99782024498500e+01dB,1.74432042777653e+02°)
1.18509277094161e+00	(-5.99662037546399e+01dB,1.74428197274795e+02°)
1.18591449941098e+00	(-5.99542051179968e+01dB,1.74424349137080e+02°)
1.18673679765656e+00	(-5.99422065400009e+01dB,1.74420498362748e+02°)
1.18755966607344e+00	(-5.99302080207324e+01dB,1.74416644950035e+02°)
1.18838310505696e+00	(-5.99182095602717e+01dB,1.74412788897177e+02°)
1.18920711500275e+00	(-5.99062111586992e+01dB,1.74408930202408e+02°)
1.19003169630671e+00	(-5.98942128160956e+01dB,1.74405068863963e+02°)
1.19085684936500e+00	(-5.98822145325415e+01dB,1.74401204880075e+02°)
1.19168257457408e+00	(-5.98702163081177e+01dB,1.74397338248974e+02°)
1.19250887233066e+00	(-5.98582181429053e+01dB,1.74393468968892e+02°)
1.19333574303175e+00	(-5.98462200369850e+01dB,1.74389597038057e+02°)
1.19416318707462e+00	(-5.98342219904382e+01dB,1.74385722454699e+02°)
1.19499120485682e+00	(-5.98222240033461e+01dB,1.74381845217044e+02°)
1.19581979677616e+00	(-5.98102260757899e+01dB,1.74377965323319e+02°)
1.19664896323075e+00	(-5.97982282078511e+01dB,1.74374082771748e+02°)
1.19747870461896e+00	(-5.97862303996114e+01dB,1.74370197560555e+02°)
1.19830902133945e+00	(-5.97742326511524e+01dB,1.74366309687964e+02°)
1.19913991379115e+00	(-5.97622349625558e+01dB,1.74362419152196e+02°)
1.19997138237325e+00	(-5.97502373339037e+01dB,1.74358525951472e+02°)
1.20080342748524e+00	(-5.97382397652779e+01dB,1.74354630084011e+02°)
1.20163604952689e+00	(-5.97262422567606e+01dB,1.74350731548031e+02°)
1.20246924889821e+00	(-5.97142448084341e+01dB,1.74346830341751e+02°)
1.20330302599954e+00	(-5.97022474203806e+01dB,1.74342926463387e+02°)
1.20413738123145e+00	(-5.96902500926827e+01dB,1.74339019911153e+02°)
1.20497231499482e+00	(-5.96782528254229e+01dB,1.74335110683263e+02°)
1.20580782769080e+00	(-5.96662556186839e+01dB,1.74331198777932e+02°)
1.20664391972080e+00	(-5.96542584725484e+01dB,1.74327284193370e+02°)
1.20748059148653e+00	(-5.96422613870994e+01dB,1.74323366927788e+02°)
1.20831784338998e+00	(-5.96302643624198e+01dB,1.74319446979396e+02°)
1.20915567583340e+00	(-5.96182673985928e+01dB,1.74315524346403e+02°)
1.20999408921933e+00	(-5.96062704957017e+01dB,1.74311599027016e+02°)
1.21083308395059e+00	(-5.95942736538297e+01dB,1.74307671019441e+02°)
1.21167266043028e+00	(-5.95822768730603e+01dB,1.74303740321884e+02°)
1.21251281906177e+00	(-5.95702801534771e+01dB,1.74299806932549e+02°)
1.21335356024873e+00	(-5.95582834951638e+01dB,1.74295870849639e+02°)
1.21419488439508e+00	(-5.95462868982042e+01dB,1.74291932071356e+02°)
1.21503679190505e+00	(-5.95342903626822e+01dB,1.74287990595901e+02°)
1.21587928318313e+00	(-5.95222938886818e+01dB,1.74284046421473e+02°)
1.21672235863411e+00	(-5.95102974762871e+01dB,1.74280099546271e+02°)
1.21756601866302e+00	(-5.94983011255825e+01dB,1.74276149968493e+02°)
1.21841026367523e+00	(-5.94863048366521e+01dB,1.74272197686336e+02°)
1.21925509407634e+00	(-5.94743086095806e+01dB,1.74268242697994e+02°)
1.22010051027226e+00	(-5.94623124444526e+01dB,1.74264285001661e+02°)
1.22094651266917e+00	(-5.94503163413526e+01dB,1.74260324595532e+02°)
1.22179310167354e+00	(-5.94383203003656e+01dB,1.74256361477797e+02°)
1.22264027769211e+00	(-5.94263243215765e+01dB,1.74252395646648e+02°)
1.22348804113190e+00	(-5.94143284050703e+01dB,1.74248427100275e+02°)
1.22433639240024e+00	(-5.94023325509322e+01dB,1.74244455836866e+02°)
1.22518533190472e+00	(-5.93903367592475e+01dB,1.74240481854609e+02°)
1.22603486005320e+00	(-5.93783410301015e+01dB,1.74236505151690e+02°)
1.22688497725384e+00	(-5.93663453635797e+01dB,1.74232525726295e+02°)
1.22773568391510e+00	(-5.93543497597679e+01dB,1.74228543576608e+02°)
1.22858698044569e+00	(-5.93423542187516e+01dB,1.74224558700812e+02°)
1.22943886725462e+00	(-5.93303587406169e+01dB,1.74220571097088e+02°)
1.23029134475118e+00	(-5.93183633254495e+01dB,1.74216580763619e+02°)
1.23114441334496e+00	(-5.93063679733357e+01dB,1.74212587698584e+02°)
1.23199807344580e+00	(-5.92943726843616e+01dB,1.74208591900161e+02°)
1.23285232546385e+00	(-5.92823774586136e+01dB,1.74204593366528e+02°)
1.23370716980954e+00	(-5.92703822961780e+01dB,1.74200592095862e+02°)
1.23456260689358e+00	(-5.92583871971414e+01dB,1.74196588086337e+02°)
1.23541863712697e+00	(-5.92463921615905e+01dB,1.74192581336128e+02°)
1.23627526092099e+00	(-5.92343971896121e+01dB,1.74188571843409e+02°)
1.23713247868721e+00	(-5.92224022812930e+01dB,1.74184559606351e+02°)
1.23799029083749e+00	(-5.92104074367203e+01dB,1.74180544623124e+02°)
1.23884869778395e+00	(-5.91984126559811e+01dB,1.74176526891900e+02°)
1.23970769993903e+00	(-5.91864179391627e+01dB,1.74172506410845e+02°)
1.24056729771543e+00	(-5.91744232863524e+01dB,1.74168483178129e+02°)
1.24142749152615e+00	(-5.91624286976377e+01dB,1.74164457191917e+02°)
1.24228828178448e+00	(-5.91504341731062e+01dB,1.74160428450375e+02°)
1.24314966890398e+00	(-5.91384397128457e+01dB,1.74156396951666e+02°)
1.24401165329851e+00	(-5.91264453169439e+01dB,1.74152362693954e+02°)
1.24487423538221e+00	(-5.91144509854889e+01dB,1.74148325675401e+02°)
1.24573741556952e+00	(-5.91024567185686e+01dB,1.74144285894167e+02°)
1.24660119427514e+00	(-5.90904625162714e+01dB,1.74140243348413e+02°)
1.24746557191409e+00	(-5.90784683786855e+01dB,1.74136198036296e+02°)
1.24833054890166e+00	(-5.90664743058993e+01dB,1.74132149955975e+02°)
1.24919612565342e+00	(-5.90544802980014e+01dB,1.74128099105605e+02°)
1.25006230258525e+00	(-5.90424863550804e+01dB,1.74124045483341e+02°)
1.25092908011331e+00	(-5.90304924772253e+01dB,1.74119989087339e+02°)
1.25179645865404e+00	(-5.90184986645247e+01dB,1.74115929915750e+02°)
1.25266443862417e+00	(-5.90065049170679e+01dB,1.74111867966727e+02°)
1.25353302044073e+00	(-5.89945112349439e+01dB,1.74107803238419e+02°)
1.25440220452104e+00	(-5.89825176182420e+01dB,1.74103735728978e+02°)
1.25527199128269e+00	(-5.89705240670516e+01dB,1.74099665436551e+02°)
1.25614238114357e+00	(-5.89585305814622e+01dB,1.74095592359285e+02°)
1.25701337452187e+00	(-5.89465371615634e+01dB,1.74091516495327e+02°)
1.25788497183606e+00	(-5.89345438074450e+01dB,1.74087437842822e+02°)
1.25875717350490e+00	(-5.89225505191968e+01dB,1.74083356399913e+02°)
1.25962997994744e+00	(-5.89105572969088e+01dB,1.74079272164744e+02°)
1.26050339158303e+00	(-5.88985641406713e+01dB,1.74075185135456e+02°)
1.26137740883130e+00	(-5.88865710505743e+01dB,1.74071095310190e+02°)
1.26225203211216e+00	(-5.88745780267082e+01dB,1.74067002687085e+02°)
1.26312726184585e+00	(-5.88625850691635e+01dB,1.74062907264279e+02°)
1.26400309845285e+00	(-5.88505921780308e+01dB,1.74058809039910e+02°)
1.26487954235398e+00	(-5.88385993534009e+01dB,1.74054708012113e+02°)
1.26575659397033e+00	(-5.88266065953645e+01dB,1.74050604179024e+02°)
1.26663425372326e+00	(-5.88146139040127e+01dB,1.74046497538776e+02°)
1.26751252203447e+00	(-5.88026212794365e+01dB,1.74042388089502e+02°)
1.26839139932591e+00	(-5.87906287217270e+01dB,1.74038275829333e+02°)
1.26927088601985e+00	(-5.87786362309758e+01dB,1.74034160756399e+02°)
1.27015098253884e+00	(-5.87666438072741e+01dB,1.74030042868831e+02°)
1.27103168930571e+00	(-5.87546514507137e+01dB,1.74025922164756e+02°)
1.27191300674362e+00	(-5.87426591613861e+01dB,1.74021798642300e+02°)
1.27279493527599e+00	(-5.87306669393832e+01dB,1.74017672299591e+02°)
1.27367747532655e+00	(-5.87186747847970e+01dB,1.74013543134751e+02°)
1.27456062731931e+00	(-5.87066826977195e+01dB,1.74009411145906e+02°)
1.27544439167859e+00	(-5.86946906782429e+01dB,1.74005276331177e+02°)
1.27632876882900e+00	(-5.86826987264595e+01dB,1.74001138688686e+02°)
1.27721375919544e+00	(-5.86707068424618e+01dB,1.73996998216552e+02°)
1.27809936320310e+00	(-5.86587150263423e+01dB,1.73992854912896e+02°)
1.27898558127748e+00	(-5.86467232781938e+01dB,1.73988708775834e+02°)
1.27987241384436e+00	(-5.86347315981090e+01dB,1.73984559803483e+02°)
1.28075986132982e+00	(-5.86227399861809e+01dB,1.73980407993959e+02°)
