Freq.	V(n003)
1.01818519976462e+00	(-1.02572666522020e+02dB,1.79531266042606e+02°)
1.01889119661673e+00	(-1.02560625635807e+02dB,1.79530941038034e+02°)
1.01959768299819e+00	(-1.02548584750029e+02dB,1.79530615808129e+02°)
1.02030465924846e+00	(-1.02536543864687e+02dB,1.79530290352733e+02°)
1.02101212570720e+00	(-1.02524502979781e+02dB,1.79529964671691e+02°)
1.02172008271430e+00	(-1.02512462095312e+02dB,1.79529638764846e+02°)
1.02242853060993e+00	(-1.02500421211281e+02dB,1.79529312632041e+02°)
1.02313746973444e+00	(-1.02488380327687e+02dB,1.79528986273121e+02°)
1.02384690042845e+00	(-1.02476339444533e+02dB,1.79528659687927e+02°)
1.02455682303281e+00	(-1.02464298561817e+02dB,1.79528332876304e+02°)
1.02526723788860e+00	(-1.02452257679542e+02dB,1.79528005838095e+02°)
1.02597814533714e+00	(-1.02440216797706e+02dB,1.79527678573142e+02°)
1.02668954572000e+00	(-1.02428175916312e+02dB,1.79527351081288e+02°)
1.02740143937897e+00	(-1.02416135035360e+02dB,1.79527023362375e+02°)
1.02811382665607e+00	(-1.02404094154850e+02dB,1.79526695416248e+02°)
1.02882670789358e+00	(-1.02392053274783e+02dB,1.79526367242747e+02°)
1.02954008343400e+00	(-1.02380012395160e+02dB,1.79526038841715e+02°)
1.03025395362008e+00	(-1.02367971515981e+02dB,1.79525710212996e+02°)
1.03096831879479e+00	(-1.02355930637246e+02dB,1.79525381356429e+02°)
1.03168317930136e+00	(-1.02343889758957e+02dB,1.79525052271859e+02°)
1.03239853548325e+00	(-1.02331848881114e+02dB,1.79524722959127e+02°)
1.03311438768414e+00	(-1.02319808003718e+02dB,1.79524393418074e+02°)
1.03383073624797e+00	(-1.02307767126769e+02dB,1.79524063648543e+02°)
1.03454758151891e+00	(-1.02295726250268e+02dB,1.79523733650374e+02°)
1.03526492384138e+00	(-1.02283685374215e+02dB,1.79523403423410e+02°)
1.03598276356002e+00	(-1.02271644498611e+02dB,1.79523072967492e+02°)
1.03670110101973e+00	(-1.02259603623458e+02dB,1.79522742282462e+02°)
1.03741993656562e+00	(-1.02247562748754e+02dB,1.79522411368159e+02°)
1.03813927054306e+00	(-1.02235521874502e+02dB,1.79522080224426e+02°)
1.03885910329767e+00	(-1.02223481000701e+02dB,1.79521748851104e+02°)
1.03957943517528e+00	(-1.02211440127353e+02dB,1.79521417248032e+02°)
1.04030026652199e+00	(-1.02199399254457e+02dB,1.79521085415053e+02°)
1.04102159768412e+00	(-1.02187358382015e+02dB,1.79520753352006e+02°)
1.04174342900823e+00	(-1.02175317510027e+02dB,1.79520421058732e+02°)
1.04246576084113e+00	(-1.02163276638494e+02dB,1.79520088535072e+02°)
1.04318859352987e+00	(-1.02151235767416e+02dB,1.79519755780866e+02°)
1.04391192742173e+00	(-1.02139194896794e+02dB,1.79519422795954e+02°)
1.04463576286424e+00	(-1.02127154026629e+02dB,1.79519089580176e+02°)
1.04536010020517e+00	(-1.02115113156921e+02dB,1.79518756133371e+02°)
1.04608493979254e+00	(-1.02103072287671e+02dB,1.79518422455381e+02°)
1.04681028197458e+00	(-1.02091031418880e+02dB,1.79518088546045e+02°)
1.04753612709981e+00	(-1.02078990550548e+02dB,1.79517754405202e+02°)
1.04826247551694e+00	(-1.02066949682676e+02dB,1.79517420032691e+02°)
1.04898932757495e+00	(-1.02054908815264e+02dB,1.79517085428353e+02°)
1.04971668362308e+00	(-1.02042867948313e+02dB,1.79516750592026e+02°)
1.05044454401076e+00	(-1.02030827081825e+02dB,1.79516415523551e+02°)
1.05117290908771e+00	(-1.02018786215798e+02dB,1.79516080222764e+02°)
1.05190177920388e+00	(-1.02006745350235e+02dB,1.79515744689507e+02°)
1.05263115470945e+00	(-1.01994704485135e+02dB,1.79515408923617e+02°)
1.05336103595484e+00	(-1.01982663620500e+02dB,1.79515072924934e+02°)
1.05409142329075e+00	(-1.01970622756329e+02dB,1.79514736693296e+02°)
1.05482231706807e+00	(-1.01958581892624e+02dB,1.79514400228541e+02°)
1.05555371763798e+00	(-1.01946541029386e+02dB,1.79514063530508e+02°)
1.05628562535187e+00	(-1.01934500166614e+02dB,1.79513726599035e+02°)
1.05701804056139e+00	(-1.01922459304310e+02dB,1.79513389433961e+02°)
1.05775096361844e+00	(-1.01910418442474e+02dB,1.79513052035123e+02°)
1.05848439487514e+00	(-1.01898377581107e+02dB,1.79512714402359e+02°)
1.05921833468389e+00	(-1.01886336720209e+02dB,1.79512376535508e+02°)
1.05995278339729e+00	(-1.01874295859782e+02dB,1.79512038434407e+02°)
1.06068774136823e+00	(-1.01862254999826e+02dB,1.79511700098893e+02°)
1.06142320894980e+00	(-1.01850214140340e+02dB,1.79511361528804e+02°)
1.06215918649538e+00	(-1.01838173281327e+02dB,1.79511022723978e+02°)
1.06289567435856e+00	(-1.01826132422787e+02dB,1.79510683684252e+02°)
1.06363267289319e+00	(-1.01814091564720e+02dB,1.79510344409463e+02°)
1.06437018245337e+00	(-1.01802050707128e+02dB,1.79510004899448e+02°)
1.06510820339343e+00	(-1.01790009850010e+02dB,1.79509665154043e+02°)
1.06584673606795e+00	(-1.01777968993367e+02dB,1.79509325173087e+02°)
1.06658578083178e+00	(-1.01765928137201e+02dB,1.79508984956415e+02°)
1.06732533803997e+00	(-1.01753887281511e+02dB,1.79508644503864e+02°)
1.06806540804786e+00	(-1.01741846426298e+02dB,1.79508303815271e+02°)
1.06880599121102e+00	(-1.01729805571564e+02dB,1.79507962890472e+02°)
1.06954708788526e+00	(-1.01717764717308e+02dB,1.79507621729303e+02°)
1.07028869842664e+00	(-1.01705723863532e+02dB,1.79507280331601e+02°)
1.07103082319147e+00	(-1.01693683010236e+02dB,1.79506938697201e+02°)
1.07177346253630e+00	(-1.01681642157420e+02dB,1.79506596825939e+02°)
1.07251661681795e+00	(-1.01669601305086e+02dB,1.79506254717652e+02°)
1.07326028639347e+00	(-1.01657560453234e+02dB,1.79505912372174e+02°)
1.07400447162014e+00	(-1.01645519601864e+02dB,1.79505569789342e+02°)
1.07474917285551e+00	(-1.01633478750978e+02dB,1.79505226968991e+02°)
1.07549439045739e+00	(-1.01621437900576e+02dB,1.79504883910956e+02°)
1.07624012478381e+00	(-1.01609397050659e+02dB,1.79504540615073e+02°)
1.07698637619306e+00	(-1.01597356201227e+02dB,1.79504197081177e+02°)
1.07773314504368e+00	(-1.01585315352281e+02dB,1.79503853309102e+02°)
1.07848043169446e+00	(-1.01573274503822e+02dB,1.79503509298684e+02°)
1.07922823650444e+00	(-1.01561233655850e+02dB,1.79503165049757e+02°)
1.07997655983290e+00	(-1.01549192808366e+02dB,1.79502820562156e+02°)
1.08072540203936e+00	(-1.01537151961371e+02dB,1.79502475835716e+02°)
1.08147476348363e+00	(-1.01525111114866e+02dB,1.79502130870271e+02°)
1.08222464452573e+00	(-1.01513070268851e+02dB,1.79501785665655e+02°)
1.08297504552594e+00	(-1.01501029423326e+02dB,1.79501440221703e+02°)
1.08372596684479e+00	(-1.01488988578293e+02dB,1.79501094538248e+02°)
1.08447740884308e+00	(-1.01476947733752e+02dB,1.79500748615125e+02°)
1.08522937188182e+00	(-1.01464906889704e+02dB,1.79500402452168e+02°)
1.08598185632231e+00	(-1.01452866046149e+02dB,1.79500056049210e+02°)
1.08673486252607e+00	(-1.01440825203089e+02dB,1.79499709406085e+02°)
1.08748839085490e+00	(-1.01428784360524e+02dB,1.79499362522626e+02°)
1.08824244167082e+00	(-1.01416743518454e+02dB,1.79499015398667e+02°)
1.08899701533612e+00	(-1.01404702676880e+02dB,1.79498668034042e+02°)
1.08975211221334e+00	(-1.01392661835804e+02dB,1.79498320428582e+02°)
1.09050773266527e+00	(-1.01380620995225e+02dB,1.79497972582122e+02°)
1.09126387705495e+00	(-1.01368580155144e+02dB,1.79497624494495e+02°)
1.09202054574567e+00	(-1.01356539315562e+02dB,1.79497276165532e+02°)
1.09277773910097e+00	(-1.01344498476481e+02dB,1.79496927595068e+02°)
1.09353545748465e+00	(-1.01332457637899e+02dB,1.79496578782933e+02°)
1.09429370126075e+00	(-1.01320416799819e+02dB,1.79496229728962e+02°)
1.09505247079359e+00	(-1.01308375962240e+02dB,1.79495880432986e+02°)
1.09581176644771e+00	(-1.01296335125164e+02dB,1.79495530894838e+02°)
1.09657158858791e+00	(-1.01284294288591e+02dB,1.79495181114349e+02°)
1.09733193757926e+00	(-1.01272253452522e+02dB,1.79494831091352e+02°)
1.09809281378707e+00	(-1.01260212616958e+02dB,1.79494480825679e+02°)
1.09885421757690e+00	(-1.01248171781899e+02dB,1.79494130317161e+02°)
1.09961614931457e+00	(-1.01236130947346e+02dB,1.79493779565630e+02°)
1.10037860936615e+00	(-1.01224090113300e+02dB,1.79493428570918e+02°)
1.10114159809798e+00	(-1.01212049279761e+02dB,1.79493077332856e+02°)
1.10190511587663e+00	(-1.01200008446730e+02dB,1.79492725851275e+02°)
1.10266916306893e+00	(-1.01187967614208e+02dB,1.79492374126006e+02°)
1.10343374004198e+00	(-1.01175926782195e+02dB,1.79492022156882e+02°)
1.10419884716311e+00	(-1.01163885950693e+02dB,1.79491669943731e+02°)
1.10496448479993e+00	(-1.01151845119702e+02dB,1.79491317486387e+02°)
1.10573065332029e+00	(-1.01139804289222e+02dB,1.79490964784678e+02°)
1.10649735309229e+00	(-1.01127763459254e+02dB,1.79490611838437e+02°)
1.10726458448430e+00	(-1.01115722629800e+02dB,1.79490258647492e+02°)
1.10803234786494e+00	(-1.01103681800860e+02dB,1.79489905211676e+02°)
1.10880064360309e+00	(-1.01091640972434e+02dB,1.79489551530817e+02°)
1.10956947206786e+00	(-1.01079600144523e+02dB,1.79489197604746e+02°)
1.11033883362866e+00	(-1.01067559317128e+02dB,1.79488843433294e+02°)
1.11110872865511e+00	(-1.01055518490249e+02dB,1.79488489016289e+02°)
1.11187915751713e+00	(-1.01043477663888e+02dB,1.79488134353563e+02°)
1.11265012058485e+00	(-1.01031436838045e+02dB,1.79487779444943e+02°)
1.11342161822871e+00	(-1.01019396012721e+02dB,1.79487424290261e+02°)
1.11419365081935e+00	(-1.01007355187917e+02dB,1.79487068889346e+02°)
1.11496621872772e+00	(-1.00995314363632e+02dB,1.79486713242026e+02°)
1.11573932232498e+00	(-1.00983273539869e+02dB,1.79486357348131e+02°)
1.11651296198259e+00	(-1.00971232716627e+02dB,1.79486001207490e+02°)
1.11728713807224e+00	(-1.00959191893907e+02dB,1.79485644819932e+02°)
1.11806185096588e+00	(-1.00947151071711e+02dB,1.79485288185287e+02°)
1.11883710103573e+00	(-1.00935110250039e+02dB,1.79484931303381e+02°)
1.11961288865426e+00	(-1.00923069428891e+02dB,1.79484574174045e+02°)
1.12038921419420e+00	(-1.00911028608268e+02dB,1.79484216797107e+02°)
1.12116607802853e+00	(-1.00898987788171e+02dB,1.79483859172395e+02°)
1.12194348053050e+00	(-1.00886946968602e+02dB,1.79483501299737e+02°)
1.12272142207363e+00	(-1.00874906149559e+02dB,1.79483143178962e+02°)
1.12349990303167e+00	(-1.00862865331045e+02dB,1.79482784809897e+02°)
1.12427892377864e+00	(-1.00850824513060e+02dB,1.79482426192371e+02°)
1.12505848468883e+00	(-1.00838783695604e+02dB,1.79482067326210e+02°)
1.12583858613678e+00	(-1.00826742878679e+02dB,1.79481708211244e+02°)
1.12661922849730e+00	(-1.00814702062285e+02dB,1.79481348847299e+02°)
1.12740041214544e+00	(-1.00802661246423e+02dB,1.79480989234203e+02°)
1.12818213745653e+00	(-1.00790620431094e+02dB,1.79480629371782e+02°)
1.12896440480615e+00	(-1.00778579616298e+02dB,1.79480269259865e+02°)
1.12974721457015e+00	(-1.00766538802036e+02dB,1.79479908898279e+02°)
1.13053056712461e+00	(-1.00754497988308e+02dB,1.79479548286849e+02°)
1.13131446284592e+00	(-1.00742457175117e+02dB,1.79479187425404e+02°)
1.13209890211070e+00	(-1.00730416362462e+02dB,1.79478826313770e+02°)
1.13288388529582e+00	(-1.00718375550343e+02dB,1.79478464951772e+02°)
1.13366941277844e+00	(-1.00706334738763e+02dB,1.79478103339239e+02°)
1.13445548493598e+00	(-1.00694293927721e+02dB,1.79477741475996e+02°)
1.13524210214609e+00	(-1.00682253117219e+02dB,1.79477379361869e+02°)
1.13602926478671e+00	(-1.00670212307256e+02dB,1.79477016996684e+02°)
1.13681697323604e+00	(-1.00658171497835e+02dB,1.79476654380268e+02°)
1.13760522787253e+00	(-1.00646130688955e+02dB,1.79476291512447e+02°)
1.13839402907490e+00	(-1.00634089880617e+02dB,1.79475928393045e+02°)
1.13918337722214e+00	(-1.00622049072822e+02dB,1.79475565021889e+02°)
1.13997327269348e+00	(-1.00610008265571e+02dB,1.79475201398804e+02°)
1.14076371586845e+00	(-1.00597967458865e+02dB,1.79474837523616e+02°)
1.14155470712680e+00	(-1.00585926652704e+02dB,1.79474473396150e+02°)
1.14234624684857e+00	(-1.00573885847089e+02dB,1.79474109016230e+02°)
1.14313833541406e+00	(-1.00561845042021e+02dB,1.79473744383682e+02°)
1.14393097320383e+00	(-1.00549804237501e+02dB,1.79473379498331e+02°)
1.14472416059871e+00	(-1.00537763433529e+02dB,1.79473014360002e+02°)
1.14551789797978e+00	(-1.00525722630106e+02dB,1.79472648968519e+02°)
1.14631218572840e+00	(-1.00513681827233e+02dB,1.79472283323707e+02°)
1.14710702422619e+00	(-1.00501641024910e+02dB,1.79471917425390e+02°)
1.14790241385503e+00	(-1.00489600223139e+02dB,1.79471551273392e+02°)
1.14869835499706e+00	(-1.00477559421920e+02dB,1.79471184867538e+02°)
1.14949484803470e+00	(-1.00465518621254e+02dB,1.79470818207651e+02°)
1.15029189335063e+00	(-1.00453477821142e+02dB,1.79470451293556e+02°)
1.15108949132779e+00	(-1.00441437021584e+02dB,1.79470084125077e+02°)
1.15188764234938e+00	(-1.00429396222582e+02dB,1.79469716702036e+02°)
1.15268634679889e+00	(-1.00417355424135e+02dB,1.79469349024258e+02°)
1.15348560506005e+00	(-1.00405314626245e+02dB,1.79468981091566e+02°)
1.15428541751686e+00	(-1.00393273828913e+02dB,1.79468612903784e+02°)
1.15508578455361e+00	(-1.00381233032139e+02dB,1.79468244460734e+02°)
1.15588670655483e+00	(-1.00369192235925e+02dB,1.79467875762239e+02°)
1.15668818390531e+00	(-1.00357151440270e+02dB,1.79467506808123e+02°)
1.15749021699015e+00	(-1.00345110645175e+02dB,1.79467137598208e+02°)
1.15829280619467e+00	(-1.00333069850643e+02dB,1.79466768132317e+02°)
1.15909595190448e+00	(-1.00321029056672e+02dB,1.79466398410273e+02°)
1.15989965450546e+00	(-1.00308988263264e+02dB,1.79466028431898e+02°)
1.16070391438375e+00	(-1.00296947470421e+02dB,1.79465658197014e+02°)
1.16150873192575e+00	(-1.00284906678141e+02dB,1.79465287705444e+02°)
1.16231410751814e+00	(-1.00272865886427e+02dB,1.79464916957009e+02°)
1.16312004154788e+00	(-1.00260825095279e+02dB,1.79464545951532e+02°)
1.16392653440216e+00	(-1.00248784304698e+02dB,1.79464174688835e+02°)
1.16473358646848e+00	(-1.00236743514685e+02dB,1.79463803168738e+02°)
1.16554119813459e+00	(-1.00224702725240e+02dB,1.79463431391064e+02°)
1.16634936978850e+00	(-1.00212661936365e+02dB,1.79463059355635e+02°)
1.16715810181850e+00	(-1.00200621148060e+02dB,1.79462687062271e+02°)
1.16796739461315e+00	(-1.00188580360325e+02dB,1.79462314510793e+02°)
1.16877724856127e+00	(-1.00176539573162e+02dB,1.79461941701024e+02°)
1.16958766405198e+00	(-1.00164498786572e+02dB,1.79461568632783e+02°)
1.17039864147462e+00	(-1.00152458000554e+02dB,1.79461195305892e+02°)
1.17121018121884e+00	(-1.00140417215111e+02dB,1.79460821720171e+02°)
1.17202228367454e+00	(-1.00128376430243e+02dB,1.79460447875441e+02°)
1.17283494923191e+00	(-1.00116335645950e+02dB,1.79460073771523e+02°)
1.17364817828138e+00	(-1.00104294862233e+02dB,1.79459699408236e+02°)
1.17446197121368e+00	(-1.00092254079094e+02dB,1.79459324785401e+02°)
1.17527632841980e+00	(-1.00080213296533e+02dB,1.79458949902839e+02°)
1.17609125029099e+00	(-1.00068172514550e+02dB,1.79458574760368e+02°)
1.17690673721880e+00	(-1.00056131733148e+02dB,1.79458199357810e+02°)
1.17772278959501e+00	(-1.00044090952325e+02dB,1.79457823694982e+02°)
1.17853940781171e+00	(-1.00032050172084e+02dB,1.79457447771707e+02°)
1.17935659226125e+00	(-1.00020009392425e+02dB,1.79457071587801e+02°)
1.18017434333623e+00	(-1.00007968613349e+02dB,1.79456695143086e+02°)
1.18099266142956e+00	(-9.99959278348564e+01dB,1.79456318437380e+02°)
1.18181154693440e+00	(-9.99838870569482e+01dB,1.79455941470503e+02°)
1.18263100024417e+00	(-9.99718462796254e+01dB,1.79455564242273e+02°)
1.18345102175260e+00	(-9.99598055028886e+01dB,1.79455186752509e+02°)
1.18427161185366e+00	(-9.99477647267387e+01dB,1.79454809001030e+02°)
1.18509277094161e+00	(-9.99357239511765e+01dB,1.79454430987654e+02°)
1.18591449941098e+00	(-9.99236831762028e+01dB,1.79454052712200e+02°)
1.18673679765656e+00	(-9.99116424018185e+01dB,1.79453674174487e+02°)
1.18755966607344e+00	(-9.98996016280244e+01dB,1.79453295374332e+02°)
1.18838310505696e+00	(-9.98875608548212e+01dB,1.79452916311554e+02°)
1.18920711500275e+00	(-9.98755200822098e+01dB,1.79452536985970e+02°)
1.19003169630671e+00	(-9.98634793101910e+01dB,1.79452157397399e+02°)
1.19085684936500e+00	(-9.98514385387657e+01dB,1.79451777545658e+02°)
1.19168257457408e+00	(-9.98393977679346e+01dB,1.79451397430565e+02°)
1.19250887233066e+00	(-9.98273569976986e+01dB,1.79451017051936e+02°)
1.19333574303175e+00	(-9.98153162280586e+01dB,1.79450636409591e+02°)
1.19416318707462e+00	(-9.98032754590152e+01dB,1.79450255503345e+02°)
1.19499120485682e+00	(-9.97912346905695e+01dB,1.79449874333016e+02°)
1.19581979677616e+00	(-9.97791939227221e+01dB,1.79449492898420e+02°)
1.19664896323075e+00	(-9.97671531554739e+01dB,1.79449111199376e+02°)
1.19747870461896e+00	(-9.97551123888258e+01dB,1.79448729235698e+02°)
1.19830902133945e+00	(-9.97430716227786e+01dB,1.79448347007205e+02°)
1.19913991379115e+00	(-9.97310308573331e+01dB,1.79447964513711e+02°)
1.19997138237325e+00	(-9.97189900924902e+01dB,1.79447581755035e+02°)
1.20080342748524e+00	(-9.97069493282507e+01dB,1.79447198730991e+02°)
1.20163604952689e+00	(-9.96949085646153e+01dB,1.79446815441396e+02°)
1.20246924889821e+00	(-9.96828678015851e+01dB,1.79446431886066e+02°)
1.20330302599954e+00	(-9.96708270391608e+01dB,1.79446048064817e+02°)
1.20413738123145e+00	(-9.96587862773432e+01dB,1.79445663977464e+02°)
1.20497231499482e+00	(-9.96467455161332e+01dB,1.79445279623823e+02°)
1.20580782769080e+00	(-9.96347047555316e+01dB,1.79444895003709e+02°)
1.20664391972080e+00	(-9.96226639955393e+01dB,1.79444510116938e+02°)
1.20748059148653e+00	(-9.96106232361571e+01dB,1.79444124963324e+02°)
1.20831784338998e+00	(-9.95985824773859e+01dB,1.79443739542684e+02°)
1.20915567583340e+00	(-9.95865417192265e+01dB,1.79443353854831e+02°)
1.20999408921933e+00	(-9.95745009616798e+01dB,1.79442967899581e+02°)
1.21083308395059e+00	(-9.95624602047465e+01dB,1.79442581676748e+02°)
1.21167266043028e+00	(-9.95504194484277e+01dB,1.79442195186147e+02°)
1.21251281906177e+00	(-9.95383786927240e+01dB,1.79441808427591e+02°)
1.21335356024873e+00	(-9.95263379376364e+01dB,1.79441421400897e+02°)
1.21419488439508e+00	(-9.95142971831658e+01dB,1.79441034105877e+02°)
1.21503679190505e+00	(-9.95022564293129e+01dB,1.79440646542345e+02°)
1.21587928318313e+00	(-9.94902156760787e+01dB,1.79440258710116e+02°)
1.21672235863411e+00	(-9.94781749234639e+01dB,1.79439870609003e+02°)
1.21756601866302e+00	(-9.94661341714695e+01dB,1.79439482238820e+02°)
1.21841026367523e+00	(-9.94540934200963e+01dB,1.79439093599380e+02°)
1.21925509407634e+00	(-9.94420526693452e+01dB,1.79438704690497e+02°)
1.22010051027226e+00	(-9.94300119192171e+01dB,1.79438315511984e+02°)
1.22094651266917e+00	(-9.94179711697127e+01dB,1.79437926063654e+02°)
1.22179310167354e+00	(-9.94059304208330e+01dB,1.79437536345321e+02°)
1.22264027769211e+00	(-9.93938896725788e+01dB,1.79437146356796e+02°)
1.22348804113190e+00	(-9.93818489249510e+01dB,1.79436756097892e+02°)
1.22433639240024e+00	(-9.93698081779505e+01dB,1.79436365568423e+02°)
1.22518533190472e+00	(-9.93577674315782e+01dB,1.79435974768201e+02°)
1.22603486005320e+00	(-9.93457266858348e+01dB,1.79435583697038e+02°)
1.22688497725384e+00	(-9.93336859407214e+01dB,1.79435192354746e+02°)
1.22773568391510e+00	(-9.93216451962387e+01dB,1.79434800741137e+02°)
1.22858698044569e+00	(-9.93096044523876e+01dB,1.79434408856024e+02°)
1.22943886725462e+00	(-9.92975637091691e+01dB,1.79434016699218e+02°)
1.23029134475118e+00	(-9.92855229665839e+01dB,1.79433624270530e+02°)
1.23114441334496e+00	(-9.92734822246330e+01dB,1.79433231569773e+02°)
1.23199807344580e+00	(-9.92614414833172e+01dB,1.79432838596757e+02°)
1.23285232546385e+00	(-9.92494007426374e+01dB,1.79432445351295e+02°)
1.23370716980954e+00	(-9.92373600025946e+01dB,1.79432051833197e+02°)
1.23456260689358e+00	(-9.92253192631896e+01dB,1.79431658042274e+02°)
1.23541863712697e+00	(-9.92132785244232e+01dB,1.79431263978337e+02°)
1.23627526092099e+00	(-9.92012377862964e+01dB,1.79430869641197e+02°)
1.23713247868721e+00	(-9.91891970488100e+01dB,1.79430475030665e+02°)
1.23799029083749e+00	(-9.91771563119650e+01dB,1.79430080146551e+02°)
1.23884869778395e+00	(-9.91651155757622e+01dB,1.79429684988665e+02°)
1.23970769993903e+00	(-9.91530748402025e+01dB,1.79429289556818e+02°)
1.24056729771543e+00	(-9.91410341052868e+01dB,1.79428893850819e+02°)
1.24142749152615e+00	(-9.91289933710161e+01dB,1.79428497870480e+02°)
1.24228828178448e+00	(-9.91169526373911e+01dB,1.79428101615609e+02°)
1.24314966890398e+00	(-9.91049119044129e+01dB,1.79427705086016e+02°)
1.24401165329851e+00	(-9.90928711720822e+01dB,1.79427308281512e+02°)
1.24487423538221e+00	(-9.90808304404000e+01dB,1.79426911201905e+02°)
1.24573741556952e+00	(-9.90687897093672e+01dB,1.79426513847004e+02°)
1.24660119427514e+00	(-9.90567489789846e+01dB,1.79426116216619e+02°)
1.24746557191409e+00	(-9.90447082492533e+01dB,1.79425718310560e+02°)
1.24833054890166e+00	(-9.90326675201740e+01dB,1.79425320128634e+02°)
1.24919612565342e+00	(-9.90206267917478e+01dB,1.79424921670651e+02°)
1.25006230258525e+00	(-9.90085860639755e+01dB,1.79424522936419e+02°)
1.25092908011331e+00	(-9.89965453368579e+01dB,1.79424123925747e+02°)
1.25179645865404e+00	(-9.89845046103961e+01dB,1.79423724638444e+02°)
1.25266443862417e+00	(-9.89724638845910e+01dB,1.79423325074317e+02°)
1.25353302044073e+00	(-9.89604231594433e+01dB,1.79422925233175e+02°)
1.25440220452104e+00	(-9.89483824349541e+01dB,1.79422525114825e+02°)
1.25527199128269e+00	(-9.89363417111243e+01dB,1.79422124719076e+02°)
1.25614238114357e+00	(-9.89243009879547e+01dB,1.79421724045735e+02°)
1.25701337452187e+00	(-9.89122602654464e+01dB,1.79421323094610e+02°)
1.25788497183606e+00	(-9.89002195436001e+01dB,1.79420921865509e+02°)
1.25875717350490e+00	(-9.88881788224169e+01dB,1.79420520358238e+02°)
1.25962997994744e+00	(-9.88761381018977e+01dB,1.79420118572605e+02°)
1.26050339158303e+00	(-9.88640973820433e+01dB,1.79419716508416e+02°)
1.26137740883130e+00	(-9.88520566628547e+01dB,1.79419314165480e+02°)
1.26225203211216e+00	(-9.88400159443328e+01dB,1.79418911543603e+02°)
1.26312726184585e+00	(-9.88279752264786e+01dB,1.79418508642590e+02°)
1.26400309845285e+00	(-9.88159345092929e+01dB,1.79418105462250e+02°)
1.26487954235398e+00	(-9.88038937927767e+01dB,1.79417702002388e+02°)
1.26575659397033e+00	(-9.87918530769310e+01dB,1.79417298262810e+02°)
1.26663425372326e+00	(-9.87798123617566e+01dB,1.79416894243323e+02°)
1.26751252203447e+00	(-9.87677716472545e+01dB,1.79416489943733e+02°)
1.26839139932591e+00	(-9.87557309334256e+01dB,1.79416085363845e+02°)
1.26927088601985e+00	(-9.87436902202708e+01dB,1.79415680503466e+02°)
1.27015098253884e+00	(-9.87316495077911e+01dB,1.79415275362400e+02°)
1.27103168930571e+00	(-9.87196087959875e+01dB,1.79414869940454e+02°)
1.27191300674362e+00	(-9.87075680848608e+01dB,1.79414464237432e+02°)
1.27279493527599e+00	(-9.86955273744121e+01dB,1.79414058253140e+02°)
1.27367747532655e+00	(-9.86834866646421e+01dB,1.79413651987383e+02°)
1.27456062731931e+00	(-9.86714459555520e+01dB,1.79413245439965e+02°)
1.27544439167859e+00	(-9.86594052471425e+01dB,1.79412838610693e+02°)
1.27632876882900e+00	(-9.86473645394148e+01dB,1.79412431499369e+02°)
1.27721375919544e+00	(-9.86353238323696e+01dB,1.79412024105799e+02°)
1.27809936320310e+00	(-9.86232831260080e+01dB,1.79411616429787e+02°)
1.27898558127748e+00	(-9.86112424203309e+01dB,1.79411208471138e+02°)
1.27987241384436e+00	(-9.85992017153393e+01dB,1.79410800229654e+02°)
1.28075986132982e+00	(-9.85871610110341e+01dB,1.79410391705142e+02°)
